District,Chiefdom,Name of PHU,Community,School Name,School Enrollment,EMIS Number,School Status
PUJEHUN,SOROGBEMA,Jendema CHC,JENDEMA (SORO GBEMA),Every Nation Primary |School,46,9999-9-99999,Old
PUJEHUN,SOWA,Bandajuma CHC,FAYAMA (SOWA),ROMAN CATHOLIC PRIMARY SCHOOL,90,9999-9-99999,Old
PUJEHUN,SOWA,Bandajuma CHC,GANDORHUN (SOWA),ROMAN CATHOLIC PRIMARY SCHOOL,359,9999-9-99999,Old
PUJEHUN,SOWA,Bandajuma CHC,NGOMBAHUN (SOWA),AHMADIYYA MUSLIM PRIMARY SCHOOL,203,9999-9-99999,Old
PUJEHUN,SOWA,Bandajuma CHC,BANDAJUMA (SOWA),ROMAN CATHOLIC PRIMARY SCHOOL,365,9999-9-99999,Old
PUJEHUN,SOWA,Bandajuma CHC,UPPER SEMBEH (SOWA),MADIMA ISLAMIC PRIMARY SCHOOL,76,9999-9-99999,Old
PUJEHUN,SOWA,Bandajuma CHC,BANDAJUMA (SOWA),AHMADIYYA MUSLIM PRIMARY SCHOOL,325,9999-9-99999,Old
PUJEHUN,SOWA,Geoma CHP,LOWER Geoma (SOWA),JONATHAN'S CHILD CARE,215,9999-9-99999,Old
PUJEHUN,SOWA,Geoma CHP,GEOMA JAGOR (SOWA),ROMAN CATHOLIC PRIMARY SCHOOL,393,9999-9-99999,Old
PUJEHUN,SOWA,Geoma CHP,NYANDEHUN (SOWA),JONATHAN'S CHILD CARE PRIMARY,163,9999-9-99999,Old
PUJEHUN,SOWA,Vawahun MCHP,LOWOMA (SOWA),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,332,9999-9-99999,Old
PUJEHUN,SOWA,Vawahun MCHP,VAWAHUN (SOWA),SIERRA LEONE CHURCH PRIMARY SCHOOL,222,9999-9-99999,Old
PUJEHUN,SOWA,Upper Komende MCHP,UPPER KOMENDE (SOWA),NATIONAL ISLAMIC MISSION PRIMARY,187,9999-9-99999,Old
PUJEHUN,SOWA,Lower Komende MCHP,LOWER KOMENDE (SOWA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,205,9999-9-99999,Old
PUJEHUN,SOWA,Bandajuma CHC,Korjie,Street Child Community School,252,9999-9-99999,Old
PUJEHUN,YAKEMU KPUKUMU,Messima MCHP,GONDAMA (YAKEMU KPUKUMU),NATIONAL ISALIMIC PRIMARY SCHOOL,192,9999-9-99999,Old
PUJEHUN,YAKEMU KPUKUMU,Messima MCHP,MESSIMA (YAKEMU KPUKUMU),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,256,9999-9-99999,New
PUJEHUN,YAKEMA KPUKUMU,Saama Sowonde MCHP,DAAMA (YAKEMU KPUKUMU),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,240,9999-9-99999,New
PUJEHUN,YAKEMA KPUKUMU,Saama Sowonde MCHP,SAAMA (YAKEMU KPUKUMU),SIERRA LEONE CHURCH PRIMARY SCHOOL,130,9999-9-99999,New
PUJEHUN,YAKEMU KPUKUMU,Bangorma MCHP,FUNKIA (YAKEMU KPUKUMU),NATIONAL ISLAMIC MISSION PRIMARY,158,9999-9-99999,New
PUJEHUN,YAKEMA KPUKUMU,Bangorma MCHP,NJAGBEMA (YAKEMU KPUKUMU),SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL,186,9999-9-99999,New
PUJEHUN,YAKEMA KPUKUMU,Bangorma MCHP,BANGORMA (YAKEMU KPUKUMU),SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL,189,9999-9-99999,New
PUJEHUN,YAKEMU KPUKUMU,Karlu CHC,KARLU (YAKEMU KPUKUMU),SIERRA LEONE CHURCH PRIMARY SCHOOL,307,9999-9-99999,New
PUJEHUN,YAKEMA KPUKUMU,Kombeima MCHP,KOMBEIMA (YAKEMU KPUKUMU),SIERRA LEONE CHURCH PRIMARY SCHOOL,367,9999-9-99999,New
PUJEHUN,YAKEMA KPUKUMU,Borma MCHP,BORMA (YAKEMU KPUKUMU),SIERRA LEONE CHURCH PRIMARY SCHOOL,204,9999-9-99999,New
PUJEHUN,YAKEMA KPUKUMU,Kobompi MCHP,KOBOMPI (YAKEMU KPUKUMU),SIERRA LEONE CHURCH PRIMARY SCHOOL,325,9999-9-99999,New
KOINADUGU,GBONKOBON KAYAKA,Kakarima MCHP,KABONKA (GBONKOBON KAYAKA),ROMAN CATHOLIC PRIMARY SCHOOL,71,2302-2-05040,Old
KOINADUGU,GBONKOBON KAYAKA,Kassasie CHP,KASASIE (GBONKOBON KAYAKA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,167,2302-2-05034,Old
KOINADUGU,KALIAN,Kendeya MCHP,KENDEYA (KALIAN),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,236,2303-2-05059,Old
KOINADUGU,KALIAN,Kendeya MCHP,KENDEYA (KALIAN),MISSIONARY CHURCH OF AFRICA PRIMARY SCHOOL,389,2303-2-05062,Old
KOINADUGU,KASUNKO KAKELLIAN,Madina Kamandi,KAKANU (KASUNKO KAKELLIAN),WESLEYAN PRIMARY SCHOOL KAKANU,85,2305-2-05103,Old
KOINADUGU,NIENI,Fankoya CHP,KOMBATAMBAIA (NIENI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,130,2306-2-12860,Old
KOINADUGU,NIENI,Fankoya CHP,DANIYA (NIENI),MISSIONARY CHURCH OF AFRICA PRIMARY SCHOOL,151,2306-2-05120,Old
KOINADUGU,NIENI,Sumbaria CHP,SUMBARIA (NIENI),MISSIONARY CHURCH OF AFRICA PRIMARY SCHOOL,220,2306-2-05143,Old
KOINADUGU,SENGBE,Kondeya MCHP,ISMAIA (SENGBE),ALHARRKAN ISLAMIC PRIMARY SCHOOL,200,2307-2-05167,Old
KOINADUGU,SENGBE,Kondeya MCHP,KONDEYA (SENGBE),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,150,2307-2-05168,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,1 MILE (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL,142,2310-2-05307,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA ISMAIA ROAD (WARA WARA YAGALA),"NAZARETH HOUSE APOSTOLATE PRIMARY SCHOOL, KABALA",200,2310-2-05277,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA (WARA WARA YAGALA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,275,2310-2-05332,Old
KOINADUGU,WARA WARA YAGALA,Kayakor MCHP,KAYAKOH (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL,173,2310-2-05297,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR,LUNSAR ISLAMIC ACADEMY PRIMARY SCHOOL,155,3311-2-15284,Old
PORT LOKO,KOYA,Makieteh CHP,MALIMBA,MALIMBA COMMUNITY PRIMARY SCHOOL/ To be cross check,190,3306-2-15271,Old
PORT LOKO,LOKOMASAMA,Mathen MCHP,KIGBAL (LOKOMASAMA),HAWA TRUST OPHANAGE PRIMARY SCHOOL,122,3307-2-03715,Old
